model,run_id,split,epoch,pose_loss,affinity_loss,balanced_acc,accuracy,recall_neg,recall_pos,mae,rmse,pearson_r,spearman_rho,c_index,pr_auc,total_loss_proxy
gnina_default2018,20260502_095137,test,2,0.8283,1.4072,0.5219,0.1752,0.0471,0.9968,1.7854,2.1909,0.1284,0.1159,0.5373,0.2581,2.2355
gnina_default2018,20260502_095137,test,4,0.7688,1.4086,0.6002,0.3201,0.2165,0.9839,1.7881,2.1947,0.0823,0.0509,0.5196,0.3212,2.1774
gnina_default2018,20260502_095137,test,6,0.827,1.0537,0.548,0.2226,0.1024,0.9936,1.4275,1.7602,0.6588,0.6695,0.7404,0.33,1.8807
gnina_default2018,20260502_095137,test,8,0.7371,1.0241,0.6295,0.4106,0.3297,0.9294,1.3969,1.7178,0.6981,0.7071,0.7584,0.3346,1.7612
gnina_default2018,20260502_095137,test,10,0.8246,0.9561,0.57,0.2631,0.1497,0.9904,1.3163,1.6337,0.7,0.7035,0.7572,0.3528,1.7807
gnina_default2018,20260502_095137,test,12,0.8204,0.9237,0.5946,0.3103,0.2053,0.9839,1.2862,1.5882,0.7137,0.7134,0.7606,0.3603,1.7441
gnina_default2018,20260502_095137,test,14,0.8097,0.9572,0.5788,0.2817,0.172,0.9856,1.3094,1.6416,0.7221,0.7155,0.7644,0.3705,1.7669000000000001
gnina_default2018,20260502_095137,test,16,0.8058,0.9328,0.577,0.2763,0.1652,0.9888,1.2887,1.6077,0.7265,0.7164,0.7637,0.3688,1.7386
gnina_default2018,20260502_095137,test,18,0.7961,0.8848,0.601,0.319,0.2148,0.9872,1.2408,1.547,0.7315,0.7174,0.7657,0.373,1.6809
gnina_default2018,20260502_095137,test,20,0.7724,0.8794,0.6194,0.3673,0.2741,0.9647,1.2476,1.5338,0.7316,0.7185,0.7642,0.3811,1.6518
gnina_default2018,20260502_095137,test,22,0.6826,0.8707,0.6937,0.565,0.5174,0.87,1.2281,1.5285,0.7336,0.7223,0.7637,0.385,1.5533000000000001
gnina_default2018,20260502_095137,test,24,0.6662,0.8848,0.7204,0.6042,0.5612,0.8796,1.2394,1.5521,0.7386,0.7293,0.7709,0.3886,1.5510000000000002
gnina_default2018,20260502_095137,test,26,0.8316,0.8764,0.5759,0.2802,0.171,0.9807,1.2252,1.5369,0.7401,0.7249,0.7665,0.387,1.708
gnina_default2018,20260502_095137,test,28,0.8326,0.8631,0.5772,0.2744,0.1625,0.992,1.2318,1.5216,0.7392,0.7257,0.7694,0.3845,1.6957
gnina_default2018,20260502_095137,test,30,0.7242,0.8783,0.6624,0.4628,0.389,0.9358,1.2599,1.5364,0.737,0.722,0.764,0.3919,1.6025
gnina_default2018,20260502_095137,test,32,0.7448,0.8579,0.6603,0.4439,0.364,0.9567,1.2207,1.5248,0.728,0.7118,0.761,0.3998,1.6027
gnina_default2018,20260502_095137,test,34,0.7694,0.8463,0.6406,0.4028,0.3149,0.9663,1.2119,1.5011,0.7432,0.7254,0.7674,0.395,1.6157
gnina_default2018,20260502_095137,test,36,0.7386,0.8901,0.6595,0.453,0.3767,0.9422,1.2601,1.5477,0.741,0.7184,0.7672,0.3937,1.6287
gnina_default2018,20260502_095137,test,38,0.7631,0.8443,0.6341,0.3904,0.3004,0.9679,1.2094,1.4982,0.7463,0.7227,0.7652,0.4039,1.6074000000000002
gnina_default2018,20260502_095137,test,40,0.7367,0.8528,0.6676,0.4753,0.4043,0.931,1.2067,1.5118,0.7449,0.7208,0.7676,0.4014,1.5895000000000001
gnina_default2018,20260502_095137,test,42,0.6821,0.8484,0.7128,0.5851,0.5379,0.8876,1.205,1.5037,0.7472,0.7232,0.7671,0.4011,1.5305
gnina_default2018,20260502_095137,test,44,0.7524,0.8538,0.6608,0.4506,0.373,0.9486,1.2087,1.5123,0.7412,0.715,0.7631,0.4044,1.6061999999999999
gnina_default2018,20260502_095137,test,46,0.738,0.8407,0.6719,0.4734,0.4,0.9438,1.1992,1.4926,0.7491,0.7264,0.77,0.4112,1.5787
gnina_default2018,20260502_095137,test,48,0.7173,0.8533,0.6822,0.5052,0.4398,0.9246,1.217,1.502,0.743,0.717,0.766,0.4078,1.5706
gnina_default2018,20260502_095137,train,2,0.83,1.3264,0.5143,0.1557,0.0369,0.9918,1.6856,2.0515,0.1494,0.1431,0.5487,0.2355,2.1564
gnina_default2018,20260502_095137,train,4,0.7716,1.3275,0.5942,0.3282,0.2401,0.9483,1.6855,2.0522,0.1352,0.1268,0.5399,0.2695,2.0991
gnina_default2018,20260502_095137,train,6,0.8232,0.9533,0.5408,0.2096,0.0999,0.9817,1.3177,1.6294,0.6119,0.6165,0.7157,0.2777,1.7765
gnina_default2018,20260502_095137,train,8,0.7338,0.9371,0.6342,0.4353,0.3694,0.8991,1.2969,1.6081,0.6353,0.639,0.7258,0.2809,1.6709
gnina_default2018,20260502_095137,train,10,0.8206,0.8832,0.5602,0.2494,0.1465,0.9738,1.2435,1.552,0.6521,0.6534,0.7336,0.293,1.7038
gnina_default2018,20260502_095137,train,12,0.8212,0.8683,0.5893,0.3081,0.2149,0.9637,1.2298,1.54,0.6652,0.6684,0.7378,0.297,1.6895
gnina_default2018,20260502_095137,train,14,0.816,0.8629,0.5743,0.273,0.1732,0.9755,1.221,1.5273,0.6777,0.6799,0.7424,0.3046,1.6789
gnina_default2018,20260502_095137,train,16,0.8066,0.8436,0.58,0.2848,0.187,0.9731,1.203,1.4983,0.6867,0.6892,0.7482,0.3065,1.6502
gnina_default2018,20260502_095137,train,18,0.8007,0.8184,0.5975,0.3177,0.225,0.97,1.1801,1.4756,0.6947,0.6979,0.7549,0.3167,1.6191
gnina_default2018,20260502_095137,train,20,0.7822,0.8162,0.6142,0.3576,0.2725,0.9558,1.1761,1.4708,0.7005,0.7024,0.7533,0.317,1.5984
gnina_default2018,20260502_095137,train,22,0.6949,0.8078,0.6845,0.5363,0.4873,0.8817,1.1675,1.4636,0.7005,0.703,0.7571,0.326,1.5027
gnina_default2018,20260502_095137,train,24,0.6694,0.8075,0.7035,0.5957,0.56,0.847,1.1659,1.4659,0.7089,0.7098,0.7542,0.3282,1.4769
gnina_default2018,20260502_095137,train,26,0.841,0.7859,0.5784,0.2746,0.1739,0.9829,1.1429,1.4324,0.7155,0.7164,0.7619,0.3346,1.6269
gnina_default2018,20260502_095137,train,28,0.8322,0.7799,0.5757,0.2698,0.1685,0.9829,1.1381,1.4274,0.7193,0.7198,0.7621,0.3352,1.6121
gnina_default2018,20260502_095137,train,30,0.7301,0.8022,0.6572,0.4486,0.3794,0.9349,1.1593,1.4516,0.7256,0.7273,0.7692,0.3329,1.5323
gnina_default2018,20260502_095137,train,32,0.7538,0.7654,0.6436,0.4193,0.345,0.9423,1.1239,1.4135,0.7239,0.7271,0.7677,0.338,1.5192
gnina_default2018,20260502_095137,train,34,0.7729,0.7623,0.6339,0.3898,0.3089,0.959,1.1154,1.4084,0.7292,0.7308,0.7661,0.3421,1.5352000000000001
gnina_default2018,20260502_095137,train,36,0.7406,0.827,0.6561,0.4413,0.3701,0.9421,1.181,1.4853,0.7349,0.7356,0.7675,0.3455,1.5676
gnina_default2018,20260502_095137,train,38,0.7572,0.7576,0.6379,0.3973,0.3176,0.9581,1.1099,1.3984,0.7368,0.7385,0.7698,0.3538,1.5148000000000001
gnina_default2018,20260502_095137,train,40,0.7365,0.7463,0.6634,0.4639,0.3978,0.929,1.1003,1.3852,0.74,0.7406,0.7689,0.3542,1.4828000000000001
gnina_default2018,20260502_095137,train,42,0.6813,0.7547,0.705,0.57,0.5253,0.8846,1.1115,1.3995,0.7371,0.7377,0.7669,0.3609,1.436
gnina_default2018,20260502_095137,train,44,0.7427,0.7361,0.6606,0.4519,0.3827,0.9385,1.0887,1.3749,0.7425,0.7423,0.7748,0.365,1.4788000000000001
gnina_default2018,20260502_095137,train,46,0.7357,0.7369,0.6622,0.4569,0.3888,0.9357,1.0929,1.3727,0.7447,0.7453,0.7779,0.3625,1.4726
gnina_default2018,20260502_095137,train,48,0.7146,0.733,0.6802,0.4981,0.4378,0.9225,1.0883,1.37,0.7485,0.7489,0.7743,0.3567,1.4476
gnina_dense,20260502_095137,test,2,0.5564,13.5762,0.5,0.8651,1.0,0.0,13.6383,13.808,0.2794,0.2695,0.5887,0.1021,14.1326
gnina_dense,20260502_095137,test,4,0.4921,13.6478,0.494,0.8523,0.9847,0.0032,13.709,13.8692,0.3219,0.3145,0.6054,0.1565,14.1399
gnina_dense,20260502_095137,test,6,0.7657,1.5649,0.6169,0.3618,0.2676,0.9663,1.9369,2.3254,0.663,0.6742,0.7446,0.3485,2.3306
gnina_dense,20260502_095137,test,8,0.8283,1.2472,0.5996,0.319,0.2153,0.9839,1.6171,1.978,0.727,0.7239,0.7619,0.3582,2.0755
gnina_dense,20260502_095137,test,10,0.752,0.9519,0.6737,0.4671,0.3907,0.9567,1.3214,1.6557,0.7516,0.7446,0.7757,0.3821,1.7039
gnina_dense,20260502_095137,test,12,0.7585,0.8309,0.6691,0.4508,0.3702,0.9679,1.1991,1.4969,0.771,0.757,0.7815,0.4076,1.5894
gnina_dense,20260502_095137,test,14,0.8304,0.8503,0.6238,0.3573,0.2588,0.9888,1.2136,1.543,0.7358,0.7214,0.7701,0.3901,1.6806999999999999
gnina_dense,20260502_095137,test,16,0.7374,0.8132,0.6809,0.476,0.4003,0.9615,1.1926,1.4734,0.7487,0.73,0.7684,0.4015,1.5506000000000002
gnina_dense,20260502_095137,test,18,0.7884,0.8306,0.646,0.4052,0.3161,0.9759,1.2039,1.5121,0.7563,0.7451,0.7764,0.417,1.619
gnina_dense,20260502_095137,test,20,0.7677,0.834,0.6668,0.4411,0.3577,0.9759,1.1987,1.5098,0.7579,0.7398,0.7736,0.4217,1.6017000000000001
gnina_dense,20260502_095137,test,22,0.6403,0.8317,0.7533,0.6587,0.6238,0.8828,1.1989,1.4873,0.7413,0.7234,0.7655,0.4249,1.472
gnina_dense,20260502_095137,test,24,0.6328,0.7095,0.7566,0.6739,0.6433,0.87,1.0715,1.3622,0.7928,0.7794,0.7971,0.4335,1.3423
gnina_dense,20260502_095137,test,26,0.6453,0.7688,0.7486,0.647,0.6095,0.8876,1.1375,1.4194,0.7644,0.7473,0.7791,0.4272,1.4141
gnina_dense,20260502_095137,test,28,0.7506,0.8539,0.6659,0.4489,0.3687,0.9631,1.2142,1.4983,0.7683,0.7445,0.7826,0.4259,1.6045
gnina_dense,20260502_095137,test,30,0.7843,0.744,0.6583,0.4229,0.3359,0.9807,1.0943,1.3797,0.7846,0.7671,0.7902,0.4474,1.5283
gnina_dense,20260502_095137,test,32,0.7105,0.7363,0.7073,0.5299,0.4643,0.9502,1.0949,1.3923,0.7762,0.7609,0.7906,0.4448,1.4468
gnina_dense,20260502_095137,test,34,0.7539,0.7074,0.6788,0.4701,0.393,0.9647,1.0793,1.335,0.7918,0.7761,0.7937,0.4452,1.4613
gnina_dense,20260502_095137,test,36,0.7019,0.7109,0.7173,0.5437,0.4796,0.9551,1.053,1.3643,0.7847,0.7663,0.7891,0.4431,1.4127999999999998
gnina_dense,20260502_095137,test,38,0.6375,0.7489,0.7594,0.6622,0.6263,0.8925,1.1033,1.3987,0.7722,0.7515,0.7829,0.4452,1.3864
gnina_dense,20260502_095137,test,40,0.6505,0.7632,0.7466,0.6412,0.6023,0.8909,1.1359,1.4495,0.7684,0.7553,0.7902,0.4403,1.4137
gnina_dense,20260502_095137,test,42,0.7516,0.7186,0.678,0.4651,0.3865,0.9695,1.0629,1.3838,0.7876,0.7732,0.7969,0.4604,1.4702000000000002
gnina_dense,20260502_095137,test,44,0.7,0.7372,0.7128,0.5442,0.4819,0.9438,1.087,1.3698,0.7924,0.7773,0.8019,0.4573,1.4371999999999998
gnina_dense,20260502_095137,test,46,0.6096,0.7082,0.7638,0.6838,0.6543,0.8732,1.055,1.3469,0.7964,0.7832,0.8002,0.4429,1.3178
gnina_dense,20260502_095137,test,48,0.6727,0.7037,0.7267,0.5868,0.5352,0.9181,1.0548,1.3471,0.8108,0.7927,0.8011,0.433,1.3763999999999998
gnina_dense,20260502_095137,test,50,0.717,0.721,0.7095,0.5338,0.4688,0.9502,1.0775,1.3645,0.8006,0.7826,0.8014,0.445,1.438
gnina_dense,20260502_095137,test,52,0.7458,0.7411,0.678,0.4651,0.3865,0.9695,1.0909,1.393,0.7886,0.7727,0.7927,0.4522,1.4868999999999999
gnina_dense,20260502_095137,test,54,0.7012,0.7022,0.7039,0.5299,0.4656,0.9422,1.0612,1.3285,0.8014,0.7918,0.7996,0.4449,1.4034
gnina_dense,20260502_095137,test,56,0.6902,0.7472,0.7229,0.5604,0.5004,0.9454,1.1028,1.4057,0.7802,0.7657,0.7896,0.4478,1.4374
gnina_dense,20260502_095137,test,58,0.6553,0.7142,0.7402,0.6161,0.5702,0.9101,1.058,1.3814,0.8111,0.8023,0.8033,0.4492,1.3695
gnina_dense,20260502_095137,test,60,0.6494,0.7334,0.7348,0.6184,0.5755,0.8941,1.0959,1.3683,0.7956,0.7798,0.797,0.4389,1.3828
gnina_dense,20260502_095137,test,62,0.7941,0.7228,0.6495,0.4088,0.3199,0.9791,1.0821,1.3608,0.8024,0.7894,0.8014,0.4345,1.5169000000000001
gnina_dense,20260502_095137,test,64,0.6789,0.6736,0.7166,0.56,0.5021,0.931,1.0208,1.2988,0.8189,0.8123,0.8093,0.4434,1.3525
gnina_dense,20260502_095137,test,66,0.7504,0.6676,0.6836,0.4807,0.4058,0.9615,1.0265,1.3009,0.8166,0.803,0.8105,0.461,1.418
gnina_dense,20260502_095137,test,68,0.6154,0.7872,0.7555,0.6661,0.633,0.878,1.1394,1.4825,0.7778,0.7637,0.789,0.464,1.4026
gnina_dense,20260502_095137,test,70,0.7232,0.7226,0.7016,0.513,0.4433,0.9599,1.07,1.3852,0.8028,0.7893,0.7994,0.4627,1.4458
gnina_dense,20260502_095137,train,2,0.5496,13.6093,0.5,0.8755,1.0,0.0,13.6221,13.7729,0.1667,0.154,0.5537,0.0969,14.1589
gnina_dense,20260502_095137,train,4,0.4694,13.677,0.4993,0.8733,0.9972,0.0013,13.6966,13.8341,0.3447,0.344,0.6137,0.1458,14.1464
gnina_dense,20260502_095137,train,6,0.7664,1.4955,0.6181,0.3693,0.2869,0.9493,1.8539,2.2427,0.5982,0.6151,0.7185,0.2869,2.2619
gnina_dense,20260502_095137,train,8,0.8446,1.1476,0.5892,0.2966,0.1997,0.9787,1.5056,1.8481,0.6983,0.7061,0.7537,0.3047,1.9922
gnina_dense,20260502_095137,train,10,0.7537,0.8903,0.662,0.4527,0.3833,0.9406,1.249,1.562,0.7286,0.7335,0.7681,0.3348,1.6440000000000001
gnina_dense,20260502_095137,train,12,0.7659,0.7797,0.6554,0.4354,0.3625,0.9483,1.1365,1.4307,0.738,0.7425,0.7766,0.3534,1.5455999999999999
gnina_dense,20260502_095137,train,14,0.8462,0.7268,0.6052,0.3253,0.2326,0.9778,1.0795,1.366,0.7501,0.7566,0.7808,0.3502,1.573
gnina_dense,20260502_095137,train,16,0.7504,0.6961,0.6636,0.4535,0.3839,0.9433,1.0491,1.324,0.766,0.7711,0.7864,0.3616,1.4465
gnina_dense,20260502_095137,train,18,0.8101,0.7151,0.6328,0.3832,0.3005,0.9651,1.0647,1.3468,0.771,0.7771,0.7913,0.3648,1.5252
gnina_dense,20260502_095137,train,20,0.7631,0.7078,0.6606,0.4509,0.3814,0.9397,1.0555,1.338,0.7763,0.7776,0.7903,0.3763,1.4708999999999999
gnina_dense,20260502_095137,train,22,0.627,0.7091,0.7212,0.651,0.6277,0.8148,1.0534,1.3506,0.758,0.7628,0.7831,0.3663,1.3361
gnina_dense,20260502_095137,train,24,0.6345,0.6613,0.7352,0.6615,0.6371,0.8333,1.0144,1.2898,0.7768,0.7828,0.7943,0.3707,1.2957999999999998
gnina_dense,20260502_095137,train,26,0.638,0.6405,0.7362,0.6463,0.6164,0.856,0.985,1.2632,0.788,0.7898,0.7991,0.388,1.2785
gnina_dense,20260502_095137,train,28,0.7636,0.7439,0.6515,0.4223,0.3464,0.9567,1.0934,1.3915,0.7776,0.7779,0.7919,0.3854,1.5074999999999998
gnina_dense,20260502_095137,train,30,0.787,0.6257,0.6498,0.4114,0.3324,0.9671,0.9686,1.2414,0.8091,0.813,0.8074,0.3905,1.4127
gnina_dense,20260502_095137,train,32,0.7135,0.6454,0.6955,0.5175,0.4585,0.9326,0.9938,1.2757,0.8038,0.8077,0.8076,0.393,1.3589
gnina_dense,20260502_095137,train,34,0.7644,0.602,0.6681,0.4503,0.3781,0.958,0.9446,1.2159,0.8099,0.8134,0.8093,0.4001,1.3664
gnina_dense,20260502_095137,train,36,0.7096,0.6108,0.7042,0.5323,0.4753,0.9331,0.9618,1.2315,0.8166,0.8175,0.8094,0.3976,1.3204
gnina_dense,20260502_095137,train,38,0.6454,0.563,0.7441,0.6362,0.6004,0.8879,0.8937,1.1614,0.8297,0.8318,0.8185,0.4086,1.2084
gnina_dense,20260502_095137,train,40,0.6608,0.6086,0.7292,0.6175,0.5805,0.8779,0.9488,1.2152,0.8166,0.8207,0.815,0.3903,1.2694
gnina_dense,20260502_095137,train,42,0.7449,0.5846,0.6799,0.4741,0.4059,0.9539,0.9275,1.1909,0.8292,0.8296,0.8173,0.4159,1.3295
gnina_dense,20260502_095137,train,44,0.6905,0.5942,0.7146,0.5561,0.5036,0.9256,0.9305,1.2038,0.8141,0.815,0.8112,0.4144,1.2847
gnina_dense,20260502_095137,train,46,0.6125,0.5409,0.7524,0.6735,0.6474,0.8574,0.8728,1.1298,0.839,0.8416,0.8268,0.4054,1.1534
gnina_dense,20260502_095137,train,48,0.6624,0.5592,0.7304,0.6032,0.5611,0.8997,0.8905,1.1489,0.8391,0.8428,0.8236,0.4115,1.2216
gnina_dense,20260502_095137,train,50,0.7289,0.5396,0.695,0.5052,0.4423,0.9477,0.8747,1.1227,0.8476,0.8511,0.8304,0.4128,1.2685
gnina_dense,20260502_095137,train,52,0.7457,0.5514,0.6812,0.4724,0.4032,0.9593,0.8797,1.145,0.8397,0.8424,0.8282,0.4145,1.2971
gnina_dense,20260502_095137,train,54,0.6998,0.5163,0.7087,0.5348,0.4771,0.9403,0.8448,1.1043,0.8464,0.8507,0.8337,0.4273,1.2161
gnina_dense,20260502_095137,train,56,0.6795,0.4937,0.7261,0.5739,0.5234,0.9287,0.8191,1.0646,0.8624,0.8655,0.8397,0.4288,1.1732
gnina_dense,20260502_095137,train,58,0.6571,0.5425,0.7337,0.6052,0.5626,0.9049,0.8727,1.1339,0.8629,0.8652,0.8402,0.435,1.1996
gnina_dense,20260502_095137,train,60,0.6483,0.5494,0.737,0.6172,0.5775,0.8965,0.8762,1.1418,0.8477,0.8508,0.8338,0.406,1.1977
gnina_dense,20260502_095137,train,62,0.8033,0.4979,0.6418,0.3888,0.3049,0.9786,0.8235,1.0708,0.8657,0.8676,0.8428,0.4213,1.3012000000000001
gnina_dense,20260502_095137,train,64,0.6675,0.4883,0.7258,0.5813,0.5334,0.9181,0.809,1.0593,0.8634,0.868,0.8423,0.4273,1.1558
gnina_dense,20260502_095137,train,66,0.7569,0.4413,0.6865,0.4749,0.4047,0.9683,0.7511,1.0056,0.8774,0.8805,0.8499,0.4421,1.1982
gnina_dense,20260502_095137,train,68,0.6172,0.5123,0.7576,0.6609,0.6289,0.8862,0.8373,1.097,0.869,0.8708,0.8455,0.4439,1.1295
gnina_dense,20260502_095137,train,70,0.7189,0.4881,0.7028,0.5173,0.4558,0.9497,0.8056,1.0594,0.8725,0.876,0.852,0.439,1.2069999999999999
pafnucy,20260502_095137,test,2,0.851,13.0906,0.5,0.1349,0.0,1.0,13.1647,13.3436,0.162,0.1037,0.5344,0.2343,13.941600000000001
pafnucy,20260502_095137,test,4,0.8178,12.8944,0.5175,0.1676,0.0383,0.9968,12.9738,13.157,-0.065,-0.1102,0.4612,0.2621,13.7122
pafnucy,20260502_095137,test,6,0.9087,1.1762,0.5,0.1349,0.0,1.0,1.5681,1.9356,0.5173,0.5253,0.6833,0.2153,2.0848999999999998
pafnucy,20260502_095137,test,8,0.8592,1.2167,0.5,0.1349,0.0,1.0,1.5947,1.9604,0.5938,0.5974,0.7103,0.193,2.0759
pafnucy,20260502_095137,test,10,0.8577,1.2332,0.5024,0.139,0.0048,1.0,1.6109,1.9656,0.6485,0.6549,0.7334,0.181,2.0909
pafnucy,20260502_095137,test,12,0.8468,1.0883,0.5025,0.1392,0.005,1.0,1.4689,1.7992,0.6572,0.6716,0.7428,0.19,1.9351
pafnucy,20260502_095137,test,14,0.867,1.0478,0.5025,0.1392,0.005,1.0,1.4176,1.7638,0.6869,0.7014,0.7498,0.1849,1.9148
pafnucy,20260502_095137,test,16,0.8631,0.9899,0.5025,0.1392,0.005,1.0,1.355,1.6965,0.6483,0.6543,0.7297,0.1857,1.853
pafnucy,20260502_095137,test,18,0.871,0.9593,0.5025,0.1392,0.005,1.0,1.325,1.6495,0.7021,0.7046,0.756,0.189,1.8303
pafnucy,20260502_095137,test,20,0.8612,0.9516,0.5025,0.1392,0.005,1.0,1.322,1.6342,0.6828,0.6823,0.7429,0.1965,1.8128
pafnucy,20260502_095137,test,22,0.8635,0.9023,0.5071,0.1483,0.0158,0.9984,1.2645,1.571,0.7146,0.7078,0.7569,0.2066,1.7658
pafnucy,20260502_095137,test,24,0.8602,0.9415,0.5078,0.1496,0.0173,0.9984,1.3055,1.6266,0.7086,0.7057,0.7573,0.2285,1.8016999999999999
pafnucy,20260502_095137,test,26,0.8391,0.8972,0.5098,0.1531,0.0213,0.9984,1.2666,1.5646,0.7272,0.718,0.7668,0.2434,1.7363
pafnucy,20260502_095137,test,28,0.8391,0.9783,0.5105,0.1555,0.0243,0.9968,1.3381,1.6648,0.7285,0.7271,0.7667,0.2892,1.8174
pafnucy,20260502_095137,test,30,0.8211,0.863,0.5242,0.1791,0.0516,0.9968,1.2362,1.5209,0.7337,0.7345,0.7723,0.3075,1.6841
pafnucy,20260502_095137,test,32,0.8455,0.9804,0.5142,0.1607,0.03,0.9984,1.3463,1.6644,0.7393,0.7348,0.77,0.3368,1.8259
pafnucy,20260502_095137,test,34,0.8226,0.9089,0.5386,0.2064,0.0836,0.9936,1.2725,1.5823,0.73,0.7165,0.764,0.3492,1.7315
pafnucy,20260502_095137,test,36,0.8199,0.8221,0.5444,0.22,0.1001,0.9888,1.189,1.4646,0.7616,0.7491,0.7773,0.362,1.642
pafnucy,20260502_095137,test,38,0.7739,0.8281,0.5951,0.3252,0.2255,0.9647,1.1996,1.4786,0.7554,0.7455,0.7785,0.3561,1.6019999999999999
pafnucy,20260502_095137,test,40,0.78,0.896,0.5937,0.3088,0.2035,0.9839,1.2688,1.5626,0.7623,0.7517,0.7775,0.3795,1.6760000000000002
pafnucy,20260502_095137,test,42,0.8021,1.0011,0.6018,0.3205,0.2165,0.9872,1.371,1.6808,0.7702,0.7589,0.7829,0.393,1.8032000000000001
pafnucy,20260502_095137,test,44,0.7114,0.8271,0.6829,0.5065,0.4413,0.9246,1.1839,1.4856,0.773,0.7567,0.7862,0.4243,1.5385
pafnucy,20260502_095137,test,46,0.6842,0.7512,0.7232,0.589,0.5394,0.9069,1.1094,1.3856,0.794,0.7765,0.7913,0.4471,1.4354
pafnucy,20260502_095137,test,48,0.7428,0.7702,0.6717,0.4753,0.4028,0.9406,1.1396,1.4098,0.7753,0.7549,0.783,0.4479,1.513
pafnucy,20260502_095137,test,50,0.6977,0.7638,0.7191,0.5715,0.5169,0.9213,1.1362,1.3983,0.7842,0.7624,0.7874,0.4535,1.4615
pafnucy,20260502_095137,test,52,0.696,0.7625,0.7166,0.5589,0.5006,0.9326,1.1288,1.3963,0.7911,0.7722,0.7898,0.4659,1.4585
pafnucy,20260502_095137,test,54,0.7024,0.7912,0.7128,0.5418,0.4786,0.947,1.1572,1.433,0.7769,0.7543,0.7836,0.4646,1.4936
pafnucy,20260502_095137,test,56,0.6841,0.8364,0.7282,0.5825,0.5287,0.9278,1.2013,1.5035,0.7803,0.7609,0.7896,0.4743,1.5205000000000002
pafnucy,20260502_095137,test,58,0.7445,0.7663,0.6822,0.477,0.4013,0.9631,1.1358,1.4109,0.77,0.7492,0.7827,0.4944,1.5108000000000001
pafnucy,20260502_095137,test,60,0.6496,0.8588,0.752,0.6343,0.5907,0.9133,1.2231,1.5209,0.7442,0.7219,0.7706,0.4897,1.5084
pafnucy,20260502_095137,test,62,0.6753,0.7298,0.741,0.5977,0.5447,0.9374,1.0843,1.3533,0.7959,0.7715,0.7974,0.4893,1.4051
pafnucy,20260502_095137,test,64,0.7144,0.7832,0.7197,0.5396,0.4731,0.9663,1.1428,1.4379,0.7837,0.753,0.7844,0.5092,1.4976
pafnucy,20260502_095137,test,66,0.6971,0.7542,0.7324,0.5639,0.5016,0.9631,1.1225,1.3969,0.7913,0.7671,0.7886,0.4752,1.4513
pafnucy,20260502_095137,test,68,0.7093,0.7329,0.7128,0.5301,0.4626,0.9631,1.101,1.3775,0.785,0.7591,0.7841,0.5099,1.4422000000000001
pafnucy,20260502_095137,test,70,0.6038,0.7378,0.784,0.6966,0.6643,0.9037,1.101,1.3732,0.7949,0.7777,0.7919,0.5277,1.3416000000000001
pafnucy,20260502_095137,test,72,0.5887,0.6886,0.7877,0.7111,0.6829,0.8925,1.0497,1.3131,0.8052,0.7879,0.8034,0.5234,1.2772999999999999
pafnucy,20260502_095137,test,74,0.6238,0.7295,0.7689,0.6563,0.6148,0.923,1.0908,1.3628,0.796,0.7765,0.7949,0.5462,1.3533
pafnucy,20260502_095137,test,76,0.704,0.7133,0.7216,0.5394,0.4721,0.9711,1.0764,1.3399,0.805,0.7842,0.7967,0.5144,1.4173
pafnucy,20260502_095137,test,78,0.6258,0.7814,0.7688,0.6481,0.6035,0.9342,1.1542,1.4154,0.7925,0.7649,0.791,0.5237,1.4072
pafnucy,20260502_095137,test,80,0.7079,0.7976,0.7217,0.542,0.4756,0.9679,1.1601,1.4502,0.7917,0.7617,0.7893,0.5112,1.5055
pafnucy,20260502_095137,test,82,0.5909,0.7917,0.7832,0.6906,0.6563,0.9101,1.156,1.4575,0.7771,0.7532,0.7857,0.5431,1.3826
pafnucy,20260502_095137,test,84,0.5634,0.7577,0.798,0.7267,0.7004,0.8957,1.1149,1.4118,0.7973,0.7696,0.7913,0.5475,1.3211
pafnucy,20260502_095137,test,86,0.6227,0.6902,0.7695,0.655,0.6128,0.9262,1.0487,1.3214,0.8036,0.784,0.7985,0.5391,1.3129
pafnucy,20260502_095137,test,88,0.6425,0.7325,0.7585,0.6243,0.5747,0.9422,1.091,1.3846,0.7776,0.7527,0.7827,0.566,1.375
pafnucy,20260502_095137,test,90,0.6364,0.7226,0.7585,0.6349,0.5892,0.9278,1.0886,1.3751,0.7815,0.7562,0.789,0.555,1.359
pafnucy,20260502_095137,test,92,0.6566,0.6917,0.7561,0.612,0.5587,0.9535,1.0406,1.3337,0.7959,0.7687,0.7887,0.5286,1.3483
pafnucy,20260502_095137,test,94,0.6098,0.6638,0.776,0.6687,0.629,0.923,1.0157,1.2972,0.8105,0.7839,0.7966,0.5617,1.2736
pafnucy,20260502_095137,test,96,0.651,0.7487,0.754,0.6072,0.5529,0.9551,1.112,1.39,0.7955,0.7642,0.7869,0.5399,1.3997000000000002
pafnucy,20260502_095137,train,2,0.8613,13.1351,0.5,0.1245,0.0,1.0,13.1602,13.318,0.0745,0.0409,0.5149,0.197,13.9964
pafnucy,20260502_095137,train,4,0.8178,12.9405,0.5099,0.1481,0.0282,0.9916,12.9737,13.1338,0.0567,0.0375,0.5104,0.2219,13.7583
pafnucy,20260502_095137,train,6,0.9178,1.0249,0.5,0.1245,0.0,1.0,1.3902,1.7248,0.555,0.5592,0.697,0.1925,1.9426999999999999
